age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
28,blue-collar,married,primary,no,702,yes,no,unknown,318,unknown,no
31,management,single,tertiary,no,1494,no,no,cellular,275,unknown,no
31,blue-collar,married,primary,no,0,yes,yes,unknown,59,unknown,no
38,management,married,tertiary,no,46,no,no,cellular,70,unknown,no
31,blue-collar,single,secondary,no,609,yes,no,cellular,1126,failure,no
74,retired,divorced,secondary,no,4079,no,no,cellular,343,unknown,yes
40,management,single,tertiary,no,0,yes,no,cellular,228,failure,yes
43,technician,married,secondary,no,7876,yes,no,cellular,209,unknown,no
34,technician,single,tertiary,no,925,yes,no,cellular,709,unknown,yes
54,management,divorced,tertiary,no,7010,no,no,cellular,275,unknown,no
51,blue-collar,married,primary,no,42,yes,no,cellular,51,failure,no
33,blue-collar,married,secondary,no,285,no,yes,unknown,267,unknown,no
41,technician,married,tertiary,no,0,no,no,unknown,95,unknown,no
33,management,single,tertiary,no,3170,no,no,cellular,246,unknown,no
48,admin.,married,secondary,no,8,no,yes,cellular,46,unknown,no
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,144,unknown,no
35,management,single,tertiary,no,2975,no,no,cellular,249,unknown,no
25,admin.,married,secondary,no,894,yes,no,unknown,328,unknown,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,17,unknown,no
45,entrepreneur,married,secondary,no,245,yes,no,unknown,126,unknown,no
59,management,divorced,tertiary,no,0,yes,no,cellular,52,unknown,no
47,management,married,unknown,no,150,no,no,unknown,52,unknown,no
33,management,married,tertiary,no,4,yes,no,cellular,285,unknown,no
59,management,married,primary,no,1727,no,no,telephone,500,failure,yes
41,blue-collar,divorced,primary,no,664,no,yes,cellular,955,unknown,yes
42,technician,married,secondary,no,473,yes,no,cellular,216,unknown,no
51,technician,divorced,tertiary,no,0,no,no,cellular,84,unknown,no
45,management,married,tertiary,no,-192,yes,no,cellular,138,unknown,no
30,management,married,tertiary,no,1942,yes,yes,cellular,436,other,yes
33,blue-collar,single,secondary,no,5137,yes,no,cellular,123,unknown,no
43,management,married,tertiary,no,13044,no,no,cellular,36,unknown,no
37,blue-collar,married,secondary,no,1053,no,no,unknown,405,unknown,no
73,retired,married,primary,no,154,no,no,cellular,103,unknown,no
43,blue-collar,married,secondary,no,625,yes,no,unknown,175,unknown,no
52,unemployed,married,primary,no,255,no,yes,cellular,374,unknown,no
44,management,married,tertiary,no,529,yes,no,unknown,129,unknown,no
56,management,married,tertiary,no,318,no,yes,telephone,246,unknown,no
21,services,single,secondary,no,1903,yes,no,unknown,107,unknown,no
43,unknown,married,tertiary,no,1937,no,no,unknown,385,unknown,no
54,management,married,primary,no,3859,no,yes,cellular,104,unknown,no
59,technician,married,primary,no,4198,no,no,cellular,309,success,yes
52,blue-collar,married,primary,no,230,yes,no,cellular,198,failure,no
31,admin.,single,secondary,no,747,yes,no,unknown,543,unknown,yes
53,admin.,married,secondary,no,263,no,yes,cellular,143,unknown,no
24,technician,single,secondary,no,-46,yes,no,unknown,23,unknown,no
57,retired,married,secondary,no,0,no,yes,unknown,104,unknown,no
48,technician,married,secondary,no,568,yes,no,cellular,378,success,yes
57,technician,married,secondary,no,1469,yes,no,cellular,364,unknown,no
51,technician,married,secondary,no,18,no,yes,cellular,363,unknown,no
50,management,divorced,tertiary,no,201,yes,no,cellular,248,unknown,no
34,blue-collar,married,secondary,no,1412,yes,yes,unknown,157,unknown,no
43,blue-collar,married,primary,no,-93,yes,no,unknown,402,unknown,no
31,services,married,secondary,no,-331,yes,no,unknown,203,unknown,no
29,blue-collar,married,unknown,no,486,yes,no,cellular,422,failure,no
39,blue-collar,married,primary,no,694,yes,no,cellular,44,unknown,no
36,management,single,tertiary,no,2806,yes,no,unknown,358,unknown,no
38,unemployed,single,tertiary,no,0,no,no,cellular,39,unknown,no
56,management,divorced,tertiary,no,2959,yes,no,telephone,325,unknown,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,238,other,no
47,technician,married,secondary,no,1167,yes,no,cellular,968,failure,yes
38,management,single,tertiary,no,35,yes,no,cellular,156,failure,no
80,retired,married,secondary,no,8304,no,no,telephone,681,success,no
37,services,married,secondary,no,4760,yes,no,cellular,187,unknown,no
44,management,single,tertiary,no,-1313,yes,yes,cellular,104,unknown,no
33,blue-collar,single,secondary,no,697,no,no,cellular,860,unknown,yes
53,technician,married,secondary,no,230,no,yes,cellular,112,unknown,no
69,retired,married,tertiary,no,473,no,no,cellular,112,failure,no
46,technician,married,secondary,no,1427,yes,no,unknown,32,unknown,no
30,management,single,tertiary,no,201,yes,no,cellular,325,unknown,yes
31,self-employed,single,secondary,no,1086,no,no,cellular,410,unknown,no
38,management,divorced,tertiary,no,4335,yes,no,cellular,640,unknown,no
34,services,divorced,secondary,no,44,no,no,unknown,118,unknown,no
48,unknown,married,unknown,no,286,no,no,cellular,166,unknown,no
46,blue-collar,divorced,primary,no,216,no,no,cellular,173,unknown,no
42,admin.,married,secondary,no,214,yes,no,unknown,21,unknown,no
41,blue-collar,married,secondary,no,343,yes,no,unknown,89,unknown,no
33,blue-collar,married,secondary,no,-77,yes,no,cellular,151,unknown,no
39,blue-collar,married,primary,no,1046,no,no,unknown,112,unknown,no
27,student,single,secondary,no,1566,no,no,cellular,164,unknown,no
26,management,single,tertiary,no,592,no,no,telephone,145,other,no
38,management,single,tertiary,no,104,yes,no,cellular,606,unknown,yes
48,blue-collar,married,secondary,no,0,yes,no,unknown,105,unknown,no
54,services,married,secondary,no,-22,no,yes,cellular,85,unknown,no
51,services,married,secondary,no,0,no,no,cellular,439,unknown,no
47,technician,married,secondary,no,72,no,no,unknown,278,unknown,no
53,technician,married,secondary,no,100,no,no,cellular,205,unknown,no
35,blue-collar,married,primary,no,319,yes,no,cellular,221,unknown,no
58,management,married,tertiary,no,9339,yes,no,telephone,52,other,no
52,management,divorced,tertiary,no,50,yes,no,unknown,84,unknown,no
57,retired,married,secondary,yes,32,yes,no,cellular,476,unknown,no
52,management,married,tertiary,no,6922,no,no,cellular,371,unknown,no
35,management,single,tertiary,no,633,yes,no,cellular,128,unknown,no
48,technician,married,secondary,no,4265,yes,no,unknown,220,unknown,no
46,entrepreneur,married,tertiary,no,2262,no,no,telephone,44,unknown,no
39,services,married,secondary,no,1970,yes,no,unknown,30,success,no
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,330,failure,no
34,entrepreneur,married,secondary,no,4659,yes,no,unknown,28,unknown,no
47,entrepreneur,married,primary,no,668,no,no,cellular,908,unknown,no
35,management,divorced,tertiary,no,649,no,no,cellular,177,unknown,no
46,blue-collar,divorced,primary,no,452,yes,no,unknown,113,unknown,no
27,admin.,single,secondary,no,-145,yes,no,telephone,289,unknown,no
31,blue-collar,married,secondary,no,-498,yes,no,cellular,357,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,38,unknown,no
46,admin.,married,secondary,no,22,yes,no,cellular,414,unknown,no
31,admin.,married,secondary,no,2304,yes,no,cellular,257,unknown,no
33,management,married,tertiary,no,1412,yes,no,unknown,480,unknown,yes
42,housemaid,married,primary,no,145,no,no,cellular,252,unknown,no
33,management,single,primary,no,4897,yes,no,unknown,151,unknown,no
40,housemaid,married,primary,no,1832,no,no,cellular,213,unknown,no
51,blue-collar,married,primary,no,3726,no,yes,cellular,119,unknown,no
31,unemployed,married,tertiary,no,591,no,no,cellular,161,unknown,no
62,retired,divorced,tertiary,no,0,no,no,cellular,227,unknown,yes
24,student,single,secondary,no,508,yes,no,telephone,12,other,no
48,unemployed,married,secondary,no,817,no,no,cellular,517,success,yes
41,technician,divorced,secondary,no,348,yes,no,cellular,225,failure,no
43,management,married,tertiary,no,291,yes,no,unknown,150,unknown,no
52,technician,married,secondary,no,3554,no,yes,cellular,89,unknown,no
54,blue-collar,married,primary,no,781,yes,no,unknown,103,unknown,no
32,technician,divorced,tertiary,no,267,no,no,cellular,128,unknown,no
38,blue-collar,married,primary,no,1327,yes,no,cellular,277,unknown,no
41,admin.,married,primary,no,-306,yes,no,unknown,500,unknown,yes
31,blue-collar,single,primary,no,864,yes,no,telephone,113,unknown,no
35,housemaid,married,tertiary,no,1265,yes,no,cellular,326,failure,yes
26,admin.,married,secondary,no,0,no,no,unknown,755,unknown,no
52,technician,married,tertiary,no,214,no,no,cellular,161,unknown,no
58,retired,married,secondary,no,425,yes,yes,cellular,100,unknown,no
57,housemaid,married,tertiary,no,3,no,no,cellular,142,unknown,no
34,management,married,tertiary,no,0,yes,no,unknown,214,unknown,no
59,blue-collar,married,primary,no,0,no,no,cellular,167,unknown,no
27,technician,single,secondary,no,282,no,yes,cellular,676,unknown,no
42,entrepreneur,married,tertiary,no,0,no,no,cellular,236,unknown,no
47,housemaid,single,tertiary,no,3727,no,no,unknown,993,unknown,yes
33,blue-collar,married,secondary,no,0,yes,yes,cellular,83,unknown,no
31,services,single,secondary,no,864,yes,no,cellular,100,unknown,no
37,management,married,tertiary,no,4089,yes,no,cellular,289,other,yes
29,blue-collar,married,secondary,no,-478,no,yes,cellular,528,unknown,no
38,unemployed,married,primary,no,-363,no,no,unknown,340,unknown,no
35,self-employed,married,secondary,no,8883,no,no,cellular,33,unknown,no
31,technician,single,secondary,no,1970,no,no,telephone,284,unknown,no
62,management,married,tertiary,no,1859,no,no,telephone,245,unknown,yes
32,technician,single,tertiary,no,1059,yes,no,cellular,115,unknown,no
31,services,married,secondary,no,388,yes,no,unknown,730,unknown,no
51,blue-collar,divorced,primary,no,602,yes,no,cellular,347,failure,no
29,services,single,secondary,no,0,no,no,cellular,58,unknown,no
43,blue-collar,married,primary,no,255,yes,no,cellular,180,unknown,no
36,blue-collar,married,secondary,no,63,yes,no,unknown,56,unknown,no
34,self-employed,married,primary,no,712,yes,no,unknown,326,unknown,no
29,services,married,secondary,no,57,yes,no,telephone,342,unknown,no
57,retired,married,secondary,no,523,no,yes,cellular,49,unknown,no
43,management,married,tertiary,no,422,no,no,cellular,110,unknown,no
33,services,married,secondary,no,386,no,no,cellular,253,failure,yes
60,management,married,tertiary,no,3387,no,no,cellular,636,unknown,no
51,technician,married,primary,no,260,no,no,cellular,137,unknown,no
40,admin.,single,secondary,no,-1,no,no,cellular,173,unknown,no
51,technician,married,secondary,no,1490,yes,no,cellular,227,unknown,no
38,services,married,secondary,no,497,yes,yes,unknown,88,unknown,no
35,technician,married,secondary,no,1707,yes,no,unknown,426,unknown,no
47,technician,married,secondary,no,826,yes,no,telephone,195,other,no
45,blue-collar,married,primary,no,907,no,no,cellular,230,unknown,no
40,services,married,secondary,no,1836,yes,no,cellular,750,unknown,yes
29,entrepreneur,single,secondary,no,404,no,no,cellular,413,unknown,no
52,management,divorced,tertiary,no,907,yes,no,unknown,104,unknown,no
26,technician,married,secondary,no,18,yes,yes,cellular,138,unknown,no
31,blue-collar,single,primary,no,-495,yes,no,unknown,334,unknown,no
55,services,married,unknown,no,1210,yes,no,unknown,868,unknown,no
35,services,married,secondary,no,819,yes,no,telephone,102,unknown,no
56,management,divorced,tertiary,no,442,no,no,unknown,77,unknown,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,199,success,yes
27,student,single,secondary,no,671,yes,no,unknown,332,unknown,no
30,technician,married,secondary,no,371,no,no,cellular,124,unknown,no
51,technician,married,tertiary,no,-3,no,no,cellular,91,unknown,no
33,management,married,secondary,no,11,yes,no,cellular,104,unknown,no
32,blue-collar,single,secondary,no,33,yes,no,cellular,125,failure,no
43,entrepreneur,married,secondary,no,104,yes,no,cellular,635,unknown,yes
46,blue-collar,married,primary,no,174,no,yes,cellular,90,unknown,no
32,management,married,tertiary,no,3107,yes,yes,cellular,310,unknown,no
40,services,married,secondary,no,1438,yes,no,cellular,207,failure,no
39,blue-collar,married,secondary,no,1367,no,no,unknown,43,unknown,no
51,blue-collar,married,primary,no,-11,no,no,telephone,126,unknown,no
46,admin.,single,secondary,no,1693,yes,no,cellular,137,success,no
43,blue-collar,married,primary,no,778,yes,yes,unknown,284,unknown,no
36,technician,married,tertiary,no,837,no,no,cellular,68,unknown,no
48,management,married,tertiary,no,363,no,no,cellular,67,unknown,no
26,admin.,single,secondary,no,236,yes,yes,cellular,8,unknown,no
39,admin.,single,unknown,no,0,yes,no,cellular,62,unknown,no
47,management,married,tertiary,no,-50,no,yes,cellular,175,unknown,no
23,entrepreneur,single,primary,no,4,yes,no,unknown,395,unknown,yes
54,management,divorced,tertiary,no,26306,yes,no,cellular,27,failure,no
38,admin.,married,secondary,no,46,yes,yes,unknown,195,unknown,no
33,technician,married,secondary,no,575,no,yes,cellular,254,unknown,no
35,admin.,divorced,secondary,no,148,no,yes,cellular,199,unknown,no
52,services,married,secondary,no,431,no,no,cellular,73,unknown,no
25,technician,single,tertiary,no,777,yes,no,unknown,351,unknown,no
29,management,married,tertiary,no,199,yes,yes,unknown,1689,unknown,yes
35,technician,single,tertiary,no,3552,no,no,cellular,267,unknown,no
49,services,married,secondary,no,47,no,no,unknown,234,unknown,no
41,admin.,divorced,secondary,no,3823,no,no,cellular,234,unknown,no
32,management,married,tertiary,no,138,no,no,cellular,94,unknown,no
29,admin.,single,secondary,no,1117,yes,no,unknown,77,unknown,no
28,blue-collar,married,secondary,no,1325,yes,no,cellular,242,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,247,unknown,no
34,entrepreneur,married,tertiary,no,4343,no,no,unknown,85,unknown,no
55,management,divorced,tertiary,no,1598,no,no,cellular,607,unknown,no
34,management,married,tertiary,no,3301,yes,no,cellular,485,failure,yes
24,student,single,secondary,no,822,no,no,cellular,184,failure,yes
42,technician,divorced,secondary,no,-280,yes,no,unknown,258,unknown,no
34,management,single,unknown,no,1534,yes,no,cellular,156,other,no
34,admin.,married,secondary,no,1671,no,no,unknown,160,unknown,no
51,self-employed,married,tertiary,no,2007,no,no,unknown,1021,unknown,no
58,blue-collar,married,primary,no,0,yes,no,cellular,5,unknown,no
44,technician,married,secondary,no,2776,yes,no,cellular,701,unknown,yes
33,blue-collar,married,secondary,no,139,yes,yes,cellular,732,failure,yes
34,management,married,tertiary,no,573,no,no,cellular,122,unknown,no
34,admin.,married,secondary,no,475,yes,no,unknown,559,unknown,no
42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,141,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,87,unknown,no
31,self-employed,single,tertiary,no,96,no,no,cellular,577,unknown,no
39,entrepreneur,married,tertiary,no,83,yes,no,cellular,193,unknown,no
34,management,single,tertiary,no,6766,no,no,cellular,210,unknown,no
47,technician,married,secondary,no,3973,no,no,cellular,732,unknown,no
42,services,divorced,secondary,no,372,yes,yes,unknown,121,unknown,no
48,blue-collar,single,secondary,no,-552,no,yes,cellular,150,unknown,no
30,self-employed,single,tertiary,no,48,no,no,cellular,140,unknown,no
38,technician,married,secondary,no,7696,yes,no,cellular,386,unknown,no
24,services,married,secondary,no,4500,yes,no,cellular,733,unknown,yes
34,technician,married,secondary,no,1,yes,no,cellular,108,unknown,no
46,management,single,tertiary,no,46,no,yes,cellular,80,failure,no
32,admin.,divorced,secondary,yes,-18,yes,no,unknown,155,unknown,no
46,services,married,secondary,no,451,yes,yes,cellular,389,unknown,no
26,self-employed,married,tertiary,no,479,yes,no,cellular,133,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,328,unknown,no
50,technician,married,secondary,no,1130,yes,no,cellular,119,unknown,no
41,blue-collar,married,primary,no,389,yes,no,unknown,87,unknown,no
34,admin.,single,secondary,no,10,no,yes,cellular,162,failure,no
32,services,married,secondary,no,401,yes,no,unknown,294,unknown,no
58,housemaid,single,tertiary,no,145,yes,yes,cellular,128,unknown,no
45,technician,married,secondary,no,115,yes,no,cellular,108,unknown,no
28,admin.,single,secondary,no,89,yes,yes,cellular,172,unknown,no
35,technician,married,secondary,no,94,yes,yes,unknown,208,unknown,no
39,services,married,secondary,no,1438,yes,no,unknown,212,unknown,no
49,unemployed,divorced,tertiary,no,780,no,no,cellular,148,failure,no
50,management,married,tertiary,no,207,yes,no,cellular,99,unknown,no
37,management,married,tertiary,no,238,no,no,cellular,185,success,yes
45,blue-collar,married,primary,no,2433,no,no,cellular,133,unknown,no
30,housemaid,single,secondary,no,1924,no,no,cellular,170,unknown,no
48,unemployed,married,tertiary,no,-471,yes,no,unknown,668,unknown,no
36,management,single,tertiary,no,1531,yes,no,cellular,81,failure,no
41,management,single,secondary,no,764,no,no,cellular,230,unknown,no
55,blue-collar,married,secondary,no,383,no,no,unknown,287,unknown,no
70,retired,married,primary,no,3782,no,no,cellular,618,unknown,no
41,management,married,tertiary,no,326,yes,no,cellular,788,unknown,yes
47,services,divorced,secondary,no,691,no,no,cellular,285,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,163,unknown,no
33,management,single,tertiary,no,99,no,no,cellular,159,unknown,no
58,retired,married,secondary,no,502,yes,no,cellular,197,failure,no
51,management,married,tertiary,no,-15,no,no,cellular,212,unknown,no
45,management,married,tertiary,no,1929,yes,no,unknown,44,unknown,no
55,admin.,married,secondary,no,0,no,no,cellular,180,success,no
30,blue-collar,single,primary,no,185,no,no,unknown,11,unknown,no
33,management,single,secondary,no,-424,yes,no,unknown,863,unknown,no
27,services,single,secondary,no,0,yes,no,unknown,388,unknown,no
59,retired,married,secondary,no,319,yes,no,unknown,143,unknown,no
34,management,single,tertiary,no,171,yes,no,cellular,191,failure,no
47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,62,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,13,unknown,no
35,admin.,single,secondary,no,0,yes,no,cellular,1073,unknown,yes
45,management,married,tertiary,no,-206,yes,no,cellular,337,unknown,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,88,unknown,no
38,technician,married,secondary,no,1931,no,no,cellular,167,other,no
34,technician,single,secondary,no,943,no,no,cellular,96,unknown,no
35,technician,married,secondary,no,327,yes,no,cellular,537,unknown,no
29,management,single,secondary,no,-105,yes,no,unknown,5,unknown,no
58,retired,married,secondary,no,983,no,no,cellular,139,unknown,no
44,blue-collar,single,primary,no,787,yes,no,unknown,570,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,100,unknown,no
43,blue-collar,married,secondary,no,3060,yes,no,unknown,253,unknown,no
44,services,married,secondary,no,5780,yes,no,cellular,525,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,696,unknown,no
38,unemployed,married,tertiary,no,1449,no,no,unknown,535,unknown,no
50,technician,married,secondary,no,1412,no,no,cellular,131,unknown,no
21,student,single,secondary,no,681,no,no,unknown,6,unknown,no
38,entrepreneur,married,tertiary,no,228,yes,no,cellular,105,unknown,no
42,admin.,married,secondary,no,0,no,no,unknown,370,unknown,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,unknown,no
34,entrepreneur,married,secondary,no,2,yes,yes,cellular,184,failure,no
48,technician,married,secondary,no,197,no,yes,cellular,47,other,no
34,services,married,secondary,no,0,no,yes,unknown,193,unknown,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,709,unknown,yes
35,technician,married,tertiary,no,118,no,no,cellular,358,unknown,no
39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,253,unknown,no
36,self-employed,married,tertiary,no,16430,yes,no,unknown,197,unknown,no
35,technician,married,secondary,no,13,no,no,cellular,94,unknown,no
57,services,divorced,secondary,no,14,no,yes,cellular,445,unknown,no
28,technician,single,secondary,no,769,yes,no,cellular,153,failure,no
43,admin.,married,unknown,no,3485,no,no,unknown,113,unknown,no
57,management,married,secondary,no,139,no,no,cellular,80,unknown,no
34,services,divorced,secondary,no,202,yes,no,unknown,318,unknown,no
36,technician,married,tertiary,no,6,yes,no,cellular,100,failure,no
47,management,divorced,tertiary,no,2515,no,no,unknown,40,unknown,no
36,management,divorced,tertiary,no,5195,yes,no,unknown,55,unknown,no
33,management,married,tertiary,no,2098,no,no,cellular,67,unknown,no
57,management,married,tertiary,no,320,no,no,cellular,76,unknown,no
57,management,married,tertiary,no,3431,yes,no,unknown,73,unknown,no
34,admin.,married,secondary,no,50,yes,no,unknown,89,unknown,no
51,housemaid,divorced,tertiary,no,370,yes,no,cellular,109,unknown,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,98,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,21,unknown,no
43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,465,unknown,no
58,retired,single,primary,no,6570,no,no,cellular,106,unknown,no
53,admin.,married,secondary,no,225,yes,no,cellular,304,failure,no
44,management,married,secondary,no,-665,no,no,cellular,342,unknown,no
29,management,single,tertiary,no,0,no,no,unknown,16,unknown,no
27,services,single,secondary,no,54,yes,no,unknown,543,unknown,yes
35,blue-collar,married,primary,no,46,no,no,cellular,338,unknown,no
40,self-employed,married,secondary,no,2,no,no,cellular,197,unknown,no
34,blue-collar,married,secondary,no,103,yes,yes,unknown,956,unknown,no
38,admin.,single,secondary,no,883,yes,no,cellular,95,other,no
32,services,married,secondary,no,55,yes,no,unknown,546,unknown,no
41,admin.,married,secondary,no,8238,yes,yes,unknown,124,unknown,no
25,blue-collar,single,secondary,no,913,yes,no,cellular,113,unknown,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,245,unknown,no
26,technician,single,secondary,no,7,yes,no,cellular,188,unknown,no
37,technician,single,tertiary,no,1661,no,no,cellular,199,unknown,no
30,management,married,tertiary,no,102,yes,no,cellular,470,other,yes
36,services,married,secondary,no,338,no,no,unknown,90,unknown,no
33,management,married,secondary,no,3132,yes,no,unknown,350,unknown,no
33,admin.,single,tertiary,no,490,yes,no,cellular,31,failure,no
35,management,married,tertiary,no,2682,yes,no,cellular,156,unknown,no
24,services,married,tertiary,no,0,yes,no,unknown,299,unknown,no
29,unemployed,married,secondary,no,596,no,no,cellular,510,unknown,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,177,unknown,no
27,admin.,married,secondary,no,132,no,no,cellular,123,unknown,no
34,management,married,secondary,no,0,no,no,cellular,270,unknown,no
39,blue-collar,married,primary,no,385,yes,no,unknown,225,unknown,no
38,management,married,tertiary,no,223,no,no,cellular,63,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,247,unknown,no
26,services,single,secondary,no,512,yes,yes,cellular,206,failure,no
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,168,unknown,no
35,management,single,tertiary,no,71,yes,no,unknown,836,unknown,no
30,management,single,tertiary,no,940,no,no,cellular,131,unknown,no
25,technician,single,secondary,no,-80,yes,yes,unknown,89,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,116,unknown,no
52,unknown,married,unknown,no,1317,no,no,unknown,58,unknown,no
39,admin.,married,secondary,no,179,no,no,unknown,36,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,240,unknown,no
34,management,single,secondary,no,0,no,no,cellular,132,unknown,no
30,services,married,secondary,no,1286,yes,yes,cellular,544,unknown,no
33,services,married,secondary,no,804,yes,yes,unknown,266,unknown,no
30,student,single,secondary,no,4,no,no,cellular,443,unknown,no
51,blue-collar,married,primary,no,0,yes,no,cellular,324,unknown,no
36,services,single,secondary,no,417,yes,no,cellular,15,failure,no
48,blue-collar,married,primary,no,1678,no,no,cellular,263,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,199,unknown,no
58,management,married,secondary,no,407,yes,no,cellular,145,unknown,no
56,management,divorced,tertiary,no,659,no,yes,cellular,56,unknown,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,11,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,411,other,no
26,services,single,secondary,no,0,no,no,cellular,165,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,619,unknown,no
35,services,married,secondary,no,195,yes,no,cellular,203,unknown,no
45,entrepreneur,married,secondary,no,68,yes,no,unknown,254,unknown,no
37,technician,single,secondary,no,-242,yes,no,cellular,1149,unknown,yes
35,management,divorced,tertiary,no,321,yes,no,unknown,189,unknown,no
43,services,single,secondary,no,3403,yes,no,cellular,707,success,yes
28,blue-collar,married,secondary,no,8,yes,no,cellular,196,unknown,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,171,unknown,no
26,unemployed,single,secondary,no,622,no,no,cellular,1451,unknown,yes
35,services,married,secondary,no,152,yes,no,unknown,563,unknown,yes
35,technician,single,secondary,no,2,no,no,cellular,239,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,73,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,203,failure,no
32,technician,single,secondary,no,6402,yes,no,cellular,158,success,no
30,unemployed,married,secondary,no,1210,no,no,cellular,100,unknown,no
26,management,single,tertiary,no,122,no,yes,cellular,160,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,661,unknown,no
32,management,married,tertiary,no,62,yes,no,cellular,166,unknown,no
47,services,married,secondary,no,3333,yes,yes,cellular,114,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,58,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,25,unknown,no
35,admin.,married,secondary,no,0,yes,no,cellular,121,unknown,no
53,technician,married,tertiary,no,6072,no,yes,unknown,226,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,234,unknown,no
54,management,divorced,tertiary,no,0,no,yes,cellular,88,unknown,no
31,management,married,tertiary,no,1343,yes,yes,unknown,85,unknown,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,134,unknown,no
44,unknown,married,secondary,no,2319,no,no,cellular,251,unknown,no
35,services,single,secondary,no,35,yes,no,cellular,152,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,202,failure,no
43,blue-collar,single,primary,no,30,yes,no,unknown,379,unknown,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,123,unknown,no
60,retired,married,secondary,no,89,no,no,cellular,156,unknown,no
43,self-employed,married,secondary,no,104,no,no,unknown,332,unknown,no
31,management,married,tertiary,no,1750,yes,no,telephone,90,unknown,no
56,management,married,primary,no,772,yes,no,telephone,291,unknown,no
42,technician,married,secondary,no,1048,yes,no,telephone,23,unknown,no
52,entrepreneur,married,primary,no,592,no,no,cellular,122,unknown,no
40,technician,married,secondary,no,0,yes,yes,cellular,105,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,1143,unknown,no
40,services,married,primary,no,33,no,no,unknown,70,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,264,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,204,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,182,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,386,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,295,unknown,no
36,services,married,secondary,no,257,yes,no,cellular,86,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,16,unknown,no
42,management,married,tertiary,no,251,no,no,cellular,413,unknown,no
32,management,single,tertiary,no,1731,yes,yes,unknown,323,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,78,unknown,no
31,technician,single,tertiary,no,23,no,no,cellular,121,unknown,no
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,477,unknown,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,265,unknown,no
44,management,single,tertiary,no,5063,no,no,cellular,418,unknown,yes
42,blue-collar,married,primary,no,7041,yes,no,cellular,386,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,594,unknown,no
47,management,married,tertiary,no,1890,no,no,cellular,161,unknown,no
32,unemployed,married,secondary,no,2400,yes,yes,cellular,450,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,217,unknown,no
39,technician,single,tertiary,no,1190,no,no,cellular,136,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,322,unknown,no
26,student,single,secondary,no,203,no,no,cellular,104,failure,no
