age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,y
55,management,married,tertiary,no,33,yes,no,cellular,246,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,740,unknown,no
38,management,married,tertiary,no,-299,yes,no,cellular,86,unknown,no
46,retired,married,secondary,no,119,no,yes,cellular,85,unknown,no
59,management,married,tertiary,no,332,yes,yes,cellular,35,unknown,no
58,retired,divorced,tertiary,no,-1598,yes,no,cellular,104,unknown,no
52,management,divorced,tertiary,no,147,no,no,cellular,90,unknown,no
44,blue-collar,divorced,secondary,no,221,no,no,cellular,149,unknown,no
55,entrepreneur,divorced,secondary,no,1553,no,no,cellular,85,unknown,no
55,self-employed,married,primary,no,2349,no,yes,telephone,350,unknown,no
35,management,married,tertiary,no,-468,yes,no,cellular,540,unknown,yes
30,admin.,single,secondary,no,330,no,yes,cellular,115,unknown,no
42,services,divorced,secondary,no,732,no,no,cellular,109,unknown,no
53,management,single,tertiary,no,0,no,no,cellular,595,unknown,no
49,technician,married,secondary,no,1712,yes,no,cellular,155,unknown,no
52,management,divorced,tertiary,no,0,yes,yes,cellular,278,unknown,no
53,blue-collar,married,secondary,no,285,yes,yes,telephone,242,unknown,no
35,blue-collar,married,secondary,no,3188,yes,no,cellular,288,unknown,no
54,unemployed,divorced,secondary,no,3721,yes,no,cellular,163,unknown,no
58,management,married,tertiary,no,230,yes,no,telephone,339,unknown,no
60,retired,married,secondary,no,194,no,yes,cellular,61,unknown,no
43,technician,single,secondary,no,34,no,no,telephone,29,unknown,no
41,services,divorced,secondary,no,97,no,no,cellular,244,unknown,no
53,retired,married,primary,no,0,no,no,cellular,123,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,352,unknown,no
56,management,divorced,tertiary,no,66,no,yes,cellular,72,unknown,no
57,services,divorced,secondary,no,4664,no,no,cellular,103,unknown,no
31,technician,divorced,secondary,no,-174,no,yes,cellular,113,unknown,no
57,blue-collar,married,primary,no,133,no,yes,cellular,173,unknown,no
44,self-employed,single,secondary,no,0,no,no,cellular,187,unknown,no
40,admin.,married,secondary,yes,-444,no,yes,telephone,168,unknown,no
43,housemaid,married,primary,no,410,yes,yes,cellular,50,unknown,no
51,housemaid,married,primary,no,0,yes,no,telephone,191,unknown,no
40,services,married,secondary,no,251,yes,no,cellular,153,unknown,no
59,management,single,tertiary,no,1180,no,no,cellular,22,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,122,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,251,unknown,no
26,blue-collar,single,secondary,no,856,yes,yes,cellular,95,unknown,no
58,blue-collar,married,primary,no,128,yes,no,telephone,49,unknown,no
55,management,married,tertiary,no,2366,yes,yes,cellular,94,unknown,no
55,unemployed,married,secondary,no,2489,no,no,cellular,207,unknown,no
53,unemployed,married,secondary,no,2248,yes,no,cellular,122,unknown,no
42,services,married,unknown,no,1340,no,yes,cellular,88,unknown,no
44,services,married,secondary,no,1326,no,no,cellular,96,unknown,no
40,self-employed,single,tertiary,no,819,no,no,cellular,100,unknown,no
59,retired,divorced,secondary,no,679,no,no,cellular,761,unknown,yes
45,technician,divorced,secondary,no,167,no,no,cellular,97,unknown,no
46,unemployed,divorced,secondary,no,0,no,no,cellular,638,unknown,no
40,blue-collar,married,secondary,no,384,no,yes,cellular,142,unknown,no
42,entrepreneur,married,unknown,no,206,yes,no,cellular,695,unknown,yes
45,management,married,tertiary,no,1300,no,no,cellular,135,unknown,no
37,admin.,married,unknown,no,892,yes,no,cellular,269,unknown,no
57,retired,divorced,secondary,no,39,yes,no,cellular,354,unknown,no
48,blue-collar,married,secondary,no,305,no,no,telephone,169,unknown,no
56,services,married,secondary,no,5486,yes,no,cellular,251,unknown,no
27,management,single,tertiary,no,1,yes,no,cellular,764,unknown,yes
46,entrepreneur,married,secondary,no,4000,no,no,cellular,251,unknown,no
60,housemaid,married,primary,no,921,no,no,telephone,23,unknown,no
46,technician,married,tertiary,no,16,no,no,cellular,121,unknown,no
48,admin.,married,tertiary,no,1015,no,yes,telephone,100,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,184,unknown,no
36,admin.,married,secondary,no,251,no,no,cellular,180,unknown,no
30,self-employed,single,tertiary,no,166,no,no,cellular,151,unknown,no
31,blue-collar,married,secondary,no,29,no,no,cellular,130,unknown,no
47,management,married,tertiary,no,337,no,no,telephone,300,unknown,no
59,management,married,tertiary,no,123,yes,no,cellular,70,unknown,no
30,admin.,single,secondary,no,285,yes,no,cellular,68,unknown,no
29,blue-collar,married,secondary,no,1175,yes,yes,cellular,141,unknown,no
51,services,married,secondary,no,-437,no,yes,cellular,130,unknown,no
53,management,divorced,tertiary,yes,0,yes,yes,cellular,75,unknown,no
45,management,married,tertiary,no,81,no,yes,cellular,61,unknown,no
58,technician,married,secondary,no,86,no,no,cellular,95,unknown,no
56,unemployed,divorced,tertiary,no,0,yes,no,cellular,1259,unknown,no
27,technician,single,secondary,no,489,yes,no,cellular,356,unknown,yes
34,admin.,married,primary,no,412,yes,no,cellular,134,unknown,no
25,blue-collar,married,secondary,no,-288,no,yes,cellular,311,unknown,no
49,admin.,divorced,secondary,no,769,no,no,cellular,157,unknown,no
27,housemaid,single,secondary,yes,-319,no,yes,cellular,89,unknown,no
46,management,married,tertiary,no,37,yes,no,cellular,239,unknown,no
36,housemaid,married,primary,no,78,yes,no,telephone,2692,unknown,yes
30,management,single,secondary,no,-62,no,yes,cellular,117,unknown,no
56,technician,divorced,unknown,no,1939,yes,no,cellular,121,unknown,no
59,housemaid,divorced,primary,no,2518,no,no,cellular,675,unknown,yes
38,technician,single,unknown,no,1923,no,no,cellular,331,unknown,no
43,admin.,married,secondary,no,2682,no,no,cellular,103,unknown,no
39,management,married,tertiary,no,346,no,no,cellular,230,unknown,no
48,self-employed,married,tertiary,no,0,no,no,cellular,100,unknown,no
27,services,divorced,secondary,no,397,no,yes,cellular,192,unknown,no
43,blue-collar,single,primary,no,2,yes,no,cellular,783,unknown,no
34,technician,single,tertiary,no,184,yes,no,cellular,87,unknown,no
44,services,married,secondary,no,972,yes,no,cellular,294,unknown,no
40,management,single,tertiary,no,89,yes,no,cellular,96,unknown,no
41,admin.,married,secondary,no,1705,no,no,cellular,92,unknown,no
36,services,married,secondary,no,0,yes,no,cellular,54,unknown,no
36,services,married,secondary,no,-11,yes,no,cellular,172,unknown,no
39,technician,married,tertiary,no,-1099,yes,no,cellular,56,unknown,no
30,management,single,tertiary,yes,35,no,no,cellular,185,unknown,no
59,management,divorced,tertiary,no,0,no,no,telephone,196,unknown,no
25,admin.,single,secondary,no,230,no,no,telephone,394,unknown,no
51,housemaid,married,primary,no,1337,no,no,telephone,74,unknown,no
43,admin.,married,secondary,no,378,no,no,cellular,782,unknown,yes
53,blue-collar,married,secondary,no,2047,no,no,telephone,342,unknown,no
33,management,divorced,secondary,no,321,no,yes,cellular,151,unknown,no
48,housemaid,married,primary,no,283,yes,no,telephone,383,unknown,no
52,management,married,secondary,no,0,no,no,cellular,249,unknown,no
54,technician,single,secondary,no,23,no,no,cellular,93,unknown,no
40,management,married,tertiary,no,423,yes,no,cellular,134,unknown,no
59,blue-collar,married,primary,no,-209,no,no,telephone,215,unknown,no
37,admin.,single,tertiary,no,869,no,no,cellular,60,unknown,no
49,blue-collar,married,secondary,no,395,no,yes,cellular,188,unknown,no
30,management,married,tertiary,no,160,yes,no,cellular,83,unknown,no
39,blue-collar,married,secondary,no,8,no,no,cellular,88,unknown,no
35,unemployed,married,unknown,no,144,no,no,cellular,187,unknown,no
29,blue-collar,married,primary,no,630,yes,no,cellular,219,unknown,no
44,self-employed,married,unknown,no,680,yes,no,telephone,84,unknown,no
44,services,married,secondary,no,742,no,no,telephone,77,unknown,no
26,services,married,secondary,yes,13,yes,yes,cellular,21,unknown,no
26,self-employed,single,tertiary,no,50,no,no,cellular,160,unknown,no
33,management,married,tertiary,no,89,yes,no,cellular,61,unknown,no
55,retired,married,secondary,no,4194,no,yes,telephone,208,unknown,no
40,management,single,secondary,no,900,yes,no,cellular,84,unknown,no
29,admin.,single,secondary,no,345,yes,yes,cellular,98,unknown,no
39,technician,single,secondary,no,391,no,yes,cellular,962,unknown,yes
35,technician,married,secondary,yes,-1322,yes,no,cellular,105,unknown,no
56,unemployed,married,unknown,no,846,yes,no,telephone,213,unknown,no
44,blue-collar,married,secondary,no,5414,no,no,cellular,166,unknown,no
51,services,married,secondary,no,393,yes,yes,cellular,111,unknown,no
33,unemployed,married,secondary,no,-144,no,no,cellular,481,unknown,yes
44,services,married,secondary,no,3536,no,no,cellular,106,unknown,no
41,blue-collar,married,primary,no,1500,yes,no,cellular,101,unknown,no
40,services,divorced,secondary,no,694,yes,no,cellular,75,unknown,no
30,admin.,single,secondary,no,394,yes,yes,cellular,75,unknown,no
34,admin.,married,secondary,no,244,yes,no,cellular,56,unknown,no
57,blue-collar,divorced,secondary,no,644,no,yes,cellular,263,unknown,no
50,technician,married,tertiary,no,3337,yes,yes,telephone,24,unknown,no
43,admin.,married,secondary,no,0,no,no,cellular,408,unknown,no
35,management,married,tertiary,no,11,no,no,cellular,22,unknown,no
27,services,single,secondary,no,0,yes,no,cellular,35,unknown,no
30,admin.,married,secondary,no,116,yes,no,cellular,15,unknown,no
39,admin.,married,secondary,no,70,yes,no,cellular,13,unknown,no
56,management,married,tertiary,no,25290,no,no,cellular,81,unknown,no
54,management,married,tertiary,no,1938,yes,no,telephone,81,unknown,no
44,management,single,tertiary,no,670,yes,no,cellular,435,unknown,no
53,entrepreneur,married,tertiary,no,17410,no,no,cellular,59,unknown,no
45,blue-collar,married,secondary,no,726,yes,no,cellular,175,unknown,no
41,services,married,unknown,no,5980,yes,no,cellular,150,unknown,no
46,technician,married,secondary,no,5681,no,no,telephone,43,unknown,no
59,management,divorced,tertiary,no,0,yes,no,cellular,52,unknown,no
56,management,married,secondary,no,208,no,yes,telephone,84,unknown,no
45,management,divorced,secondary,no,51,yes,no,cellular,67,unknown,no
58,management,married,tertiary,no,0,no,no,cellular,85,unknown,no
38,unemployed,married,primary,no,311,no,no,telephone,80,unknown,no
34,management,married,tertiary,no,82,no,no,cellular,134,unknown,no
43,admin.,married,secondary,no,1996,no,yes,cellular,34,unknown,no
46,management,married,secondary,no,1114,no,no,cellular,87,unknown,no
48,management,married,tertiary,no,10347,yes,no,cellular,153,unknown,no
54,services,married,secondary,no,2061,yes,no,telephone,301,unknown,no
59,blue-collar,married,primary,no,80,yes,no,telephone,46,unknown,no
59,retired,married,unknown,no,201,no,no,cellular,69,unknown,no
41,management,single,secondary,no,1138,no,no,cellular,283,unknown,no
38,technician,married,secondary,yes,0,no,yes,cellular,44,unknown,no
41,technician,single,secondary,no,3023,no,no,cellular,616,unknown,no
46,admin.,married,secondary,no,526,no,yes,cellular,251,unknown,no
59,blue-collar,divorced,primary,no,4399,yes,no,telephone,69,unknown,no
48,blue-collar,married,primary,no,816,yes,no,cellular,114,unknown,no
44,services,married,secondary,no,0,no,no,cellular,160,unknown,no
43,admin.,married,secondary,no,352,no,yes,cellular,165,unknown,no
27,technician,single,secondary,no,0,no,no,cellular,13,unknown,no
42,self-employed,married,tertiary,no,0,yes,no,telephone,650,unknown,no
37,blue-collar,married,secondary,no,417,no,no,cellular,1212,unknown,no
49,retired,divorced,secondary,no,224,no,yes,cellular,79,unknown,no
53,retired,married,primary,no,118,no,no,telephone,176,unknown,no
37,admin.,single,secondary,no,483,no,no,cellular,11,unknown,no
35,technician,single,secondary,no,161,yes,yes,cellular,175,unknown,no
38,admin.,married,tertiary,no,1209,no,no,cellular,98,unknown,no
47,entrepreneur,married,secondary,no,404,no,no,telephone,125,unknown,no
30,management,single,tertiary,no,47,no,yes,cellular,11,unknown,no
58,blue-collar,married,primary,no,0,yes,no,cellular,5,unknown,no
33,entrepreneur,married,tertiary,no,1636,no,no,cellular,8,unknown,no
45,management,married,tertiary,no,385,no,yes,cellular,12,unknown,no
36,self-employed,single,tertiary,no,1240,no,no,cellular,812,unknown,yes
35,technician,single,tertiary,no,6763,no,no,telephone,23,unknown,no
28,management,single,tertiary,no,1837,yes,no,telephone,49,unknown,no
42,admin.,married,secondary,no,3842,no,no,cellular,130,unknown,no
46,admin.,single,secondary,no,272,no,no,cellular,149,unknown,no
41,management,single,tertiary,no,0,no,no,cellular,24,unknown,no
34,technician,single,tertiary,no,-554,yes,yes,cellular,68,unknown,no
45,blue-collar,married,primary,no,-60,no,no,cellular,110,unknown,no
46,management,married,tertiary,no,1139,no,no,cellular,466,unknown,no
51,blue-collar,married,primary,no,63,yes,yes,cellular,87,unknown,no
45,admin.,married,secondary,no,194,no,no,cellular,517,unknown,no
23,housemaid,married,tertiary,no,1226,no,no,cellular,350,unknown,no
47,management,married,unknown,no,4567,no,no,telephone,921,unknown,no
48,retired,married,primary,no,1591,no,no,cellular,217,unknown,no
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,630,unknown,yes
50,unemployed,divorced,tertiary,no,64,no,no,cellular,81,unknown,no
37,management,married,unknown,yes,62,yes,no,cellular,85,unknown,no
40,admin.,single,secondary,no,816,no,no,cellular,114,unknown,no
35,services,married,secondary,no,1694,no,yes,cellular,55,unknown,no
50,blue-collar,married,secondary,no,37,yes,yes,cellular,28,unknown,no
53,blue-collar,married,primary,no,880,no,no,cellular,207,unknown,no
37,entrepreneur,married,primary,no,62,no,no,cellular,404,unknown,no
39,services,divorced,secondary,no,42,no,no,cellular,75,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,1088,unknown,yes
55,technician,married,secondary,no,264,yes,yes,cellular,1150,unknown,yes
56,technician,married,unknown,no,689,no,no,cellular,232,unknown,no
57,management,married,tertiary,no,179,no,no,cellular,190,unknown,no
52,blue-collar,single,secondary,no,-477,no,no,cellular,37,unknown,no
37,technician,married,secondary,no,703,no,no,cellular,92,unknown,no
31,admin.,married,secondary,no,377,no,no,cellular,384,unknown,no
50,technician,married,secondary,no,1518,no,yes,cellular,321,unknown,no
36,management,married,tertiary,no,-381,yes,no,cellular,30,unknown,no
37,technician,married,tertiary,no,7,yes,yes,cellular,18,unknown,no
47,blue-collar,married,secondary,no,1968,yes,no,cellular,394,unknown,no
42,admin.,single,tertiary,no,634,no,no,cellular,451,unknown,no
53,entrepreneur,married,unknown,no,28,no,no,cellular,117,unknown,no
46,blue-collar,married,secondary,no,870,no,yes,cellular,87,unknown,no
41,blue-collar,married,secondary,no,750,yes,no,cellular,207,unknown,no
40,entrepreneur,divorced,tertiary,no,992,yes,no,cellular,196,unknown,no
44,technician,divorced,primary,no,538,no,no,cellular,196,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,413,unknown,no
37,blue-collar,married,primary,no,153,no,yes,cellular,15,unknown,no
39,services,married,secondary,no,124,yes,no,cellular,81,unknown,no
41,technician,married,secondary,no,799,no,no,cellular,125,unknown,no
42,management,married,tertiary,no,4617,yes,no,cellular,543,unknown,no
33,self-employed,married,secondary,no,0,yes,no,cellular,14,unknown,no
55,housemaid,divorced,unknown,no,603,no,no,telephone,91,unknown,no
32,entrepreneur,single,primary,no,1770,no,yes,cellular,70,unknown,no
48,blue-collar,married,secondary,no,-404,yes,no,cellular,130,unknown,no
35,services,married,primary,no,14,no,yes,cellular,151,unknown,no
25,blue-collar,married,secondary,no,2307,yes,no,cellular,104,unknown,no
45,self-employed,married,secondary,no,830,no,no,cellular,468,unknown,no
51,entrepreneur,married,unknown,no,3404,no,no,cellular,44,unknown,no
58,retired,married,secondary,no,53,no,no,cellular,102,unknown,no
37,blue-collar,married,primary,no,704,yes,no,cellular,183,unknown,no
27,technician,single,secondary,no,3267,no,yes,cellular,62,unknown,no
36,technician,married,tertiary,no,571,yes,yes,cellular,46,unknown,no
35,technician,married,tertiary,no,108,yes,no,cellular,65,unknown,no
52,retired,divorced,primary,no,353,no,no,cellular,395,unknown,no
38,blue-collar,married,secondary,no,264,yes,no,telephone,15,unknown,no
36,blue-collar,married,secondary,no,462,no,no,cellular,474,unknown,no
44,management,married,tertiary,no,0,yes,no,cellular,49,unknown,no
48,self-employed,married,secondary,no,884,yes,no,cellular,118,unknown,no
44,management,single,tertiary,no,617,no,no,telephone,30,unknown,no
57,entrepreneur,married,unknown,no,20584,no,no,telephone,28,unknown,no
49,unemployed,married,secondary,no,13818,no,no,cellular,221,unknown,no
52,management,married,tertiary,no,4358,no,no,telephone,30,unknown,no
42,management,divorced,tertiary,no,580,yes,no,cellular,216,unknown,no
35,housemaid,divorced,secondary,no,39,no,no,cellular,149,unknown,no
27,blue-collar,single,secondary,no,677,no,yes,telephone,110,unknown,no
36,blue-collar,married,secondary,no,723,yes,no,cellular,101,unknown,no
32,management,single,tertiary,no,29,yes,no,cellular,49,unknown,no
43,self-employed,married,secondary,no,5317,no,no,cellular,244,unknown,no
42,admin.,divorced,secondary,no,490,no,no,cellular,196,unknown,no
39,services,married,secondary,yes,-697,yes,no,cellular,423,unknown,no
37,blue-collar,married,secondary,no,2924,no,no,cellular,74,unknown,no
41,management,married,unknown,no,944,no,no,cellular,81,unknown,no
46,self-employed,married,secondary,no,390,yes,no,cellular,208,unknown,no
59,retired,married,primary,no,3079,no,no,telephone,19,unknown,no
53,management,divorced,tertiary,no,3158,no,no,cellular,126,unknown,no
48,management,married,unknown,no,970,no,no,cellular,67,unknown,no
35,services,single,secondary,no,1742,yes,no,cellular,39,unknown,no
40,blue-collar,single,secondary,no,1953,no,no,telephone,78,unknown,no
38,admin.,married,tertiary,no,669,yes,yes,cellular,129,unknown,no
42,technician,married,primary,no,275,no,no,cellular,51,unknown,no
42,technician,married,tertiary,no,1079,no,no,cellular,61,unknown,no
51,unemployed,divorced,tertiary,no,0,no,no,cellular,574,unknown,yes
56,entrepreneur,divorced,tertiary,no,3846,no,no,cellular,86,unknown,no
46,technician,married,secondary,no,0,yes,no,telephone,181,unknown,no
57,admin.,married,secondary,no,340,no,yes,cellular,167,unknown,no
43,housemaid,single,primary,no,24,no,no,cellular,35,unknown,no
49,services,divorced,unknown,no,313,yes,no,cellular,203,unknown,no
37,technician,single,secondary,no,884,yes,yes,cellular,128,unknown,no
35,blue-collar,married,secondary,no,86,no,no,cellular,128,unknown,no
36,admin.,married,secondary,no,3308,no,yes,cellular,119,unknown,no
40,blue-collar,married,secondary,no,4853,no,no,cellular,234,unknown,no
51,technician,married,unknown,no,-168,no,no,cellular,56,unknown,no
38,admin.,married,secondary,no,137,yes,no,cellular,27,unknown,no
31,technician,single,secondary,no,0,yes,no,cellular,16,unknown,no
35,blue-collar,married,secondary,no,-518,yes,no,cellular,46,unknown,no
47,admin.,married,secondary,no,3936,yes,no,telephone,15,unknown,no
37,blue-collar,married,unknown,no,557,no,no,cellular,47,unknown,no
48,services,divorced,secondary,no,105,no,no,cellular,111,unknown,no
55,blue-collar,married,primary,no,842,no,no,telephone,144,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,175,unknown,no
59,blue-collar,married,primary,no,595,no,no,telephone,208,unknown,no
39,retired,divorced,primary,no,284,no,no,telephone,180,unknown,no
58,retired,divorced,primary,no,2538,yes,no,cellular,307,unknown,no
50,blue-collar,divorced,primary,no,2554,no,no,cellular,51,unknown,no
41,blue-collar,married,secondary,no,4900,yes,no,telephone,121,unknown,no
41,unemployed,single,primary,no,2171,no,no,telephone,120,unknown,no
59,admin.,married,primary,no,6187,no,no,cellular,114,unknown,no
43,services,divorced,secondary,no,0,no,no,cellular,106,unknown,no
38,blue-collar,married,secondary,no,4336,yes,no,cellular,226,unknown,no
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,725,unknown,yes
32,services,married,secondary,no,0,no,no,cellular,105,unknown,no
58,blue-collar,divorced,unknown,no,55,yes,no,cellular,119,unknown,no
49,management,single,primary,no,548,no,no,telephone,115,unknown,no
48,management,married,secondary,no,-876,no,yes,cellular,6,unknown,no
45,blue-collar,married,secondary,no,1239,no,no,telephone,67,unknown,no
51,technician,married,secondary,no,8758,no,no,telephone,92,unknown,no
35,admin.,divorced,secondary,no,-218,no,yes,cellular,123,unknown,no
35,blue-collar,single,primary,no,-759,yes,no,cellular,142,unknown,no
41,blue-collar,married,primary,no,0,no,no,cellular,22,unknown,no
40,technician,married,secondary,no,296,no,no,cellular,253,unknown,no
45,services,married,secondary,no,27,yes,yes,cellular,43,unknown,no
48,housemaid,married,secondary,no,1397,no,no,cellular,66,unknown,no
49,admin.,married,secondary,no,1629,no,no,cellular,57,unknown,no
46,management,single,secondary,no,1605,no,no,cellular,126,unknown,no
47,blue-collar,married,secondary,no,846,yes,no,cellular,437,unknown,no
41,services,married,secondary,no,428,no,no,cellular,38,unknown,no
40,management,married,unknown,no,3165,yes,no,telephone,77,unknown,no
49,technician,married,secondary,no,3144,no,no,cellular,349,unknown,no
43,blue-collar,married,primary,no,2105,yes,no,cellular,36,unknown,no
31,services,married,unknown,no,-82,yes,no,cellular,543,unknown,no
42,services,single,secondary,no,247,yes,no,cellular,114,unknown,no
52,technician,married,secondary,no,-1076,yes,no,cellular,58,unknown,no
38,management,married,tertiary,no,590,no,no,cellular,49,unknown,no
46,services,married,secondary,no,-522,yes,no,cellular,61,unknown,no
28,blue-collar,single,secondary,no,0,no,yes,cellular,11,unknown,no
54,management,married,tertiary,no,12,no,no,telephone,77,unknown,no
55,housemaid,divorced,primary,no,77,no,no,cellular,463,unknown,yes
41,blue-collar,married,primary,no,2053,no,no,cellular,81,unknown,no
47,management,married,tertiary,no,2473,yes,yes,cellular,122,unknown,no
58,housemaid,married,tertiary,no,2858,no,no,cellular,56,unknown,no
43,technician,single,secondary,yes,685,yes,no,cellular,94,unknown,no
46,services,married,secondary,no,998,yes,no,cellular,126,unknown,no
51,admin.,divorced,secondary,no,3029,yes,yes,cellular,118,unknown,no
46,unemployed,married,primary,no,1,yes,no,cellular,43,unknown,no
54,self-employed,married,secondary,no,2191,yes,no,telephone,96,unknown,no
58,retired,married,secondary,no,3648,no,no,cellular,60,unknown,no
30,services,married,secondary,no,48,yes,no,cellular,662,unknown,yes
53,blue-collar,married,primary,no,252,no,no,cellular,727,unknown,yes
53,unemployed,married,secondary,no,4487,no,no,cellular,79,unknown,no
59,retired,married,primary,no,488,no,no,cellular,231,unknown,no
45,management,married,secondary,no,4105,yes,no,cellular,49,unknown,no
41,blue-collar,married,primary,no,200,no,yes,cellular,309,unknown,no
42,admin.,married,secondary,no,176,no,no,cellular,201,unknown,no
59,retired,divorced,secondary,no,2651,no,no,telephone,258,unknown,no
51,self-employed,married,primary,no,106,yes,no,telephone,240,unknown,no
44,management,married,tertiary,no,4460,no,no,telephone,168,unknown,no
56,management,married,secondary,no,1502,no,no,telephone,119,unknown,no
57,retired,married,secondary,no,1354,no,no,cellular,131,unknown,no
47,housemaid,married,secondary,yes,-1531,yes,no,cellular,156,unknown,no
33,admin.,single,secondary,no,2554,yes,no,telephone,77,unknown,no
36,technician,divorced,tertiary,no,1023,yes,no,cellular,189,unknown,no
43,management,married,tertiary,no,0,no,no,cellular,107,unknown,no
35,blue-collar,married,unknown,no,1662,no,no,cellular,122,unknown,no
54,blue-collar,married,primary,no,532,no,no,telephone,73,unknown,no
39,management,married,tertiary,no,55,no,no,cellular,216,unknown,no
52,technician,married,unknown,no,668,yes,no,cellular,212,unknown,no
46,blue-collar,divorced,unknown,no,2391,yes,no,cellular,148,unknown,no
38,management,married,tertiary,no,0,no,yes,cellular,122,unknown,no
46,services,single,secondary,no,389,no,no,telephone,46,unknown,no
45,blue-collar,married,primary,no,-455,yes,yes,cellular,161,unknown,no
47,management,married,tertiary,no,2597,no,no,cellular,52,unknown,no
42,unemployed,single,secondary,no,714,no,no,cellular,145,unknown,no
45,management,single,tertiary,no,16,no,no,cellular,59,unknown,no
38,services,married,secondary,no,4392,no,no,cellular,32,unknown,no
27,management,single,tertiary,no,385,no,yes,cellular,52,unknown,no
37,blue-collar,married,secondary,no,14,yes,no,cellular,38,unknown,no
55,management,married,tertiary,no,2,no,yes,cellular,126,unknown,no
51,technician,married,tertiary,no,5059,yes,no,cellular,189,unknown,no
44,blue-collar,married,secondary,no,96,yes,no,cellular,547,unknown,no
38,admin.,single,secondary,no,-211,no,yes,cellular,166,unknown,no
42,management,married,tertiary,no,2110,no,yes,cellular,106,unknown,no
49,management,divorced,secondary,no,4908,no,no,cellular,42,unknown,no
56,retired,married,secondary,no,0,no,no,telephone,45,unknown,no
47,management,married,tertiary,no,2261,no,no,cellular,87,unknown,no
42,services,married,secondary,no,2219,yes,no,cellular,548,unknown,no
50,blue-collar,married,secondary,no,1553,yes,no,cellular,53,unknown,no
39,self-employed,married,primary,no,2077,yes,no,cellular,88,unknown,no
41,services,married,secondary,no,-459,yes,no,cellular,162,unknown,no
50,blue-collar,divorced,primary,no,602,yes,no,cellular,225,unknown,no
40,blue-collar,married,secondary,no,1954,no,no,cellular,1107,unknown,yes
55,services,married,secondary,no,3546,yes,yes,cellular,268,unknown,no
32,blue-collar,single,secondary,no,3036,yes,no,cellular,52,unknown,no
43,technician,married,secondary,no,533,yes,no,cellular,228,unknown,no
41,management,married,secondary,no,0,no,no,cellular,83,unknown,no
48,management,single,tertiary,no,648,yes,no,cellular,462,unknown,no
41,unemployed,married,secondary,no,0,no,no,cellular,847,unknown,no
33,blue-collar,single,secondary,no,5,yes,no,cellular,188,unknown,no
39,management,single,primary,no,375,no,no,telephone,80,unknown,no
42,technician,divorced,secondary,no,1689,yes,no,cellular,50,unknown,no
39,management,single,tertiary,no,2258,yes,no,cellular,255,unknown,no
36,admin.,married,secondary,no,470,yes,no,cellular,101,unknown,no
42,admin.,single,secondary,no,4343,no,no,cellular,245,unknown,no
31,management,single,tertiary,no,935,no,no,cellular,64,unknown,no
45,management,married,primary,no,1533,no,no,cellular,83,unknown,no
28,management,married,tertiary,no,22,yes,no,cellular,59,unknown,no
37,management,married,tertiary,no,4357,no,no,cellular,548,unknown,no
48,management,married,tertiary,yes,0,yes,no,cellular,281,unknown,no
57,housemaid,married,secondary,no,271,no,no,cellular,81,unknown,no
54,admin.,married,secondary,no,812,yes,yes,cellular,83,unknown,no
50,services,married,secondary,yes,0,no,no,telephone,35,unknown,no
42,blue-collar,married,primary,no,517,yes,no,cellular,101,unknown,no
35,technician,married,secondary,no,-195,no,no,cellular,309,unknown,no
57,retired,married,primary,no,3549,no,no,cellular,51,unknown,no
57,management,married,primary,no,80,no,yes,cellular,158,unknown,no
35,blue-collar,married,primary,no,0,no,no,cellular,57,unknown,no
44,technician,married,primary,no,755,no,yes,cellular,829,unknown,yes
47,management,married,secondary,no,1077,no,no,cellular,367,unknown,no
51,self-employed,married,tertiary,no,5350,yes,yes,cellular,612,unknown,yes
56,unknown,married,unknown,no,33,no,no,telephone,26,unknown,no
35,management,single,secondary,no,3384,yes,no,cellular,372,unknown,no
54,management,married,tertiary,no,1623,no,no,cellular,25,unknown,no
35,management,married,tertiary,no,2801,yes,no,cellular,184,unknown,no
46,blue-collar,married,primary,no,333,yes,no,cellular,284,unknown,no
37,services,married,secondary,no,0,yes,yes,cellular,187,unknown,no
53,management,married,tertiary,no,3366,no,no,cellular,128,unknown,no
46,entrepreneur,married,unknown,no,4,no,yes,cellular,171,unknown,no
33,entrepreneur,single,tertiary,no,99,no,yes,cellular,192,unknown,no
36,management,married,tertiary,no,3770,yes,no,cellular,150,unknown,no
32,blue-collar,married,secondary,no,7365,yes,no,cellular,124,unknown,no
40,management,married,tertiary,no,-1737,yes,yes,cellular,249,unknown,no
58,management,married,secondary,no,-382,no,no,cellular,644,unknown,yes
38,blue-collar,single,secondary,no,1911,yes,no,cellular,74,unknown,no
58,technician,married,tertiary,no,4656,no,no,cellular,119,unknown,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,88,unknown,no
